id,word,letter1,letter2,letter3,letter4,letter5,letter1positionalrank,letter2positionalrank,letter3positionalrank,letter4positionalrank,letter5positionalrank,letter1totalrank,letter2totalrank,letter3totalrank,letter4totalrank,letter5totalrank,positionalrarityscore,summativerarityscore,answer,positionalraritypercentile,summativeraritypercentile
10781,stout,s,t,o,u,t,1,11,4,16,5,1,8,4,10,8,37,31,Y,0.62,0.19164354
10782,stove,s,t,o,v,e,1,11,4,20,2,1,8,4,22,2,38,37,Y,0.65,0.380820228
10783,stown,s,t,o,w,n,1,11,4,21,8,1,8,4,21,9,45,43,N,0.83,0.590425532
10784,stowp,s,t,o,w,p,1,11,4,21,15,1,8,4,21,14,52,48,N,0.92,0.738282455
10785,stows,s,t,o,w,s,1,11,4,21,1,1,8,4,21,1,38,35,N,0.65,0.312365094
10786,strad,s,t,r,a,d,1,11,2,2,4,1,8,5,3,11,20,28,N,0.09,0.121877891
10787,strae,s,t,r,a,e,1,11,2,2,2,1,8,5,3,2,18,19,N,0.06,0.018809744
10788,strag,s,t,r,a,g,1,11,2,2,16,1,8,5,3,17,32,34,N,0.46,0.2804502
10789,strak,s,t,r,a,k,1,11,2,2,13,1,8,5,3,19,29,36,N,0.35,0.346284305
10790,strap,s,t,r,a,p,1,11,2,2,15,1,8,5,3,14,31,31,Y,0.42,0.19164354
10791,straw,s,t,r,a,w,1,11,2,2,21,1,8,5,3,21,37,38,Y,0.62,0.417514647
10792,stray,s,t,r,a,y,1,11,2,2,3,1,8,5,3,12,19,29,Y,0.08,0.145004625
10793,strep,s,t,r,e,p,1,11,2,1,15,1,8,5,2,14,30,30,N,0.39,0.165895776
10794,strew,s,t,r,e,w,1,11,2,1,21,1,8,5,2,21,36,37,N,0.59,0.380820228
10795,stria,s,t,r,i,a,1,11,2,4,6,1,8,5,6,3,24,23,N,0.19,0.049105766
10796,strig,s,t,r,i,g,1,11,2,4,16,1,8,5,6,17,34,37,N,0.53,0.380820228
10797,strim,s,t,r,i,m,1,11,2,4,14,1,8,5,6,15,32,35,N,0.46,0.312365094
10798,strip,s,t,r,i,p,1,11,2,4,15,1,8,5,6,14,33,34,Y,0.49,0.2804502
10799,strop,s,t,r,o,p,1,11,2,8,15,1,8,5,4,14,37,32,N,0.62,0.220629047
10800,strow,s,t,r,o,w,1,11,2,8,21,1,8,5,4,21,43,39,N,0.79,0.452898551
10801,stroy,s,t,r,o,y,1,11,2,8,3,1,8,5,4,12,25,30,N,0.22,0.165895776
10802,strum,s,t,r,u,m,1,11,2,16,14,1,8,5,10,15,44,39,N,0.81,0.452898551
10803,strut,s,t,r,u,t,1,11,2,16,5,1,8,5,10,8,35,32,Y,0.56,0.220629047
10804,stubs,s,t,u,b,s,1,11,8,17,1,1,8,10,18,1,38,38,N,0.65,0.417514647
10805,stuck,s,t,u,c,k,1,11,8,14,13,1,8,10,13,19,47,51,Y,0.86,0.810823312
10806,stude,s,t,u,d,e,1,11,8,11,2,1,8,10,11,2,33,32,N,0.49,0.220629047
10807,studs,s,t,u,d,s,1,11,8,11,1,1,8,10,11,1,32,31,N,0.46,0.19164354
10808,study,s,t,u,d,y,1,11,8,11,3,1,8,10,11,12,34,42,Y,0.53,0.558510638
10809,stuff,s,t,u,f,f,1,11,8,19,18,1,8,10,20,20,57,59,Y,0.96,0.937557817
10810,stull,s,t,u,l,l,1,11,8,6,9,1,8,10,7,7,35,33,N,0.56,0.249537465
10811,stulm,s,t,u,l,m,1,11,8,6,14,1,8,10,7,15,40,41,N,0.71,0.52436016
10812,stumm,s,t,u,m,m,1,11,8,15,14,1,8,10,15,15,49,49,N,0.89,0.763259328
10813,stump,s,t,u,m,p,1,11,8,15,15,1,8,10,15,14,50,48,Y,0.9,0.738282455
10814,stums,s,t,u,m,s,1,11,8,15,1,1,8,10,15,1,36,35,N,0.59,0.312365094
10815,stung,s,t,u,n,g,1,11,8,5,16,1,8,10,9,17,41,45,Y,0.74,0.653484428
10816,stunk,s,t,u,n,k,1,11,8,5,13,1,8,10,9,19,38,47,Y,0.65,0.712997225
10817,stuns,s,t,u,n,s,1,11,8,5,1,1,8,10,9,1,26,29,N,0.25,0.145004625
10818,stunt,s,t,u,n,t,1,11,8,5,5,1,8,10,9,8,30,36,Y,0.39,0.346284305
10819,stupa,s,t,u,p,a,1,11,8,13,6,1,8,10,14,3,39,36,N,0.68,0.346284305
10820,stupe,s,t,u,p,e,1,11,8,13,2,1,8,10,14,2,35,35,N,0.56,0.312365094
10821,sture,s,t,u,r,e,1,11,8,7,2,1,8,10,5,2,29,26,N,0.35,0.0871107
10822,sturt,s,t,u,r,t,1,11,8,7,5,1,8,10,5,8,32,32,N,0.46,0.220629047
10823,styed,s,t,y,e,d,1,11,20,1,4,1,8,12,2,11,37,34,N,0.62,0.2804502
10824,styes,s,t,y,e,s,1,11,20,1,1,1,8,12,2,1,34,24,N,0.53,0.060206599
10825,style,s,t,y,l,e,1,11,20,6,2,1,8,12,7,2,40,30,Y,0.71,0.165895776
10826,styli,s,t,y,l,i,1,11,20,6,12,1,8,12,7,6,50,34,N,0.9,0.2804502
10827,stylo,s,t,y,l,o,1,11,20,6,10,1,8,12,7,4,48,32,N,0.88,0.220629047
10828,styme,s,t,y,m,e,1,11,20,15,2,1,8,12,15,2,49,38,N,0.89,0.417514647
10829,stymy,s,t,y,m,y,1,11,20,15,3,1,8,12,15,12,50,48,N,0.9,0.738282455
10830,styre,s,t,y,r,e,1,11,20,7,2,1,8,12,5,2,41,28,N,0.74,0.121877891
10831,styte,s,t,y,t,e,1,11,20,3,2,1,8,12,8,2,37,31,N,0.62,0.19164354
10832,suave,s,u,a,v,e,1,5,1,20,2,1,10,3,22,2,29,38,Y,0.35,0.417514647
10833,subah,s,u,b,a,h,1,5,16,2,11,1,10,18,3,16,35,48,N,0.56,0.738282455
10834,subas,s,u,b,a,s,1,5,16,2,1,1,10,18,3,1,25,33,N,0.22,0.249537465
10835,subby,s,u,b,b,y,1,5,16,17,3,1,10,18,18,12,42,59,N,0.76,0.937557817
10836,suber,s,u,b,e,r,1,5,16,1,7,1,10,18,2,5,30,36,N,0.39,0.346284305
10837,subha,s,u,b,h,a,1,5,16,18,6,1,10,18,16,3,46,48,N,0.84,0.738282455
10838,succi,s,u,c,c,i,1,5,12,14,12,1,10,13,13,6,44,43,N,0.81,0.590425532
10839,sucks,s,u,c,k,s,1,5,12,10,1,1,10,13,19,1,29,44,N,0.35,0.624884366
10840,sucky,s,u,c,k,y,1,5,12,10,3,1,10,13,19,12,31,55,N,0.42,0.890148011
10841,sucre,s,u,c,r,e,1,5,12,7,2,1,10,13,5,2,27,31,N,0.28,0.19164354
10842,sudds,s,u,d,d,s,1,5,13,11,1,1,10,11,11,1,31,34,N,0.42,0.2804502
10843,sudor,s,u,d,o,r,1,5,13,8,7,1,10,11,4,5,34,31,N,0.53,0.19164354
10844,sudsy,s,u,d,s,y,1,5,13,9,3,1,10,11,1,12,31,35,N,0.42,0.312365094
10845,suede,s,u,e,d,e,1,5,6,11,2,1,10,2,11,2,25,26,N,0.22,0.0871107
10846,suent,s,u,e,n,t,1,5,6,5,5,1,10,2,9,8,22,30,N,0.14,0.165895776
10847,suers,s,u,e,r,s,1,5,6,7,1,1,10,2,5,1,20,19,N,0.09,0.018809744
10848,suete,s,u,e,t,e,1,5,6,3,2,1,10,2,8,2,17,23,N,0.05,0.049105766
10849,suets,s,u,e,t,s,1,5,6,3,1,1,10,2,8,1,16,22,N,0.03,0.039469627
10850,suety,s,u,e,t,y,1,5,6,3,3,1,10,2,8,12,18,33,N,0.06,0.249537465
10851,sugan,s,u,g,a,n,1,5,14,2,8,1,10,17,3,9,30,40,N,0.39,0.490826395
10852,sugar,s,u,g,a,r,1,5,14,2,7,1,10,17,3,5,29,36,Y,0.35,0.346284305
10853,sughs,s,u,g,h,s,1,5,14,18,1,1,10,17,16,1,39,45,N,0.68,0.653484428
10854,sugos,s,u,g,o,s,1,5,14,8,1,1,10,17,4,1,29,33,N,0.35,0.249537465
10855,suhur,s,u,h,u,r,1,5,24,16,7,1,10,16,10,5,53,42,N,0.93,0.558510638
10856,suids,s,u,i,d,s,1,5,3,11,1,1,10,6,11,1,21,29,N,0.11,0.145004625
10857,suing,s,u,i,n,g,1,5,3,5,16,1,10,6,9,17,30,43,Y,0.39,0.590425532
10858,suint,s,u,i,n,t,1,5,3,5,5,1,10,6,9,8,19,34,N,0.08,0.2804502
10859,suite,s,u,i,t,e,1,5,3,3,2,1,10,6,8,2,14,27,Y,0.02,0.103299414
10860,suits,s,u,i,t,s,1,5,3,3,1,1,10,6,8,1,13,26,N,0.01,0.0871107
10861,sujee,s,u,j,e,e,1,5,25,1,2,1,10,24,2,2,34,39,N,0.53,0.452898551
10862,sukhs,s,u,k,h,s,1,5,17,18,1,1,10,19,16,1,42,47,N,0.76,0.712997225
10863,sukuk,s,u,k,u,k,1,5,17,16,13,1,10,19,10,19,52,59,N,0.92,0.937557817
10864,sulci,s,u,l,c,i,1,5,7,14,12,1,10,7,13,6,39,37,N,0.68,0.380820228
10865,sulfa,s,u,l,f,a,1,5,7,19,6,1,10,7,20,3,38,41,N,0.65,0.52436016
10866,sulfo,s,u,l,f,o,1,5,7,19,10,1,10,7,20,4,42,42,N,0.76,0.558510638
10867,sulks,s,u,l,k,s,1,5,7,10,1,1,10,7,19,1,24,38,N,0.19,0.417514647
10868,sulky,s,u,l,k,y,1,5,7,10,3,1,10,7,19,12,26,49,Y,0.25,0.763259328
10869,sully,s,u,l,l,y,1,5,7,6,3,1,10,7,7,12,22,37,Y,0.14,0.380820228
10870,sulph,s,u,l,p,h,1,5,7,13,11,1,10,7,14,16,37,48,N,0.62,0.738282455
10871,sulus,s,u,l,u,s,1,5,7,16,1,1,10,7,10,1,30,29,N,0.39,0.145004625
10872,sumac,s,u,m,a,c,1,5,11,2,17,1,10,15,3,13,36,42,Y,0.59,0.558510638
10873,sumis,s,u,m,i,s,1,5,11,4,1,1,10,15,6,1,22,33,N,0.14,0.249537465
10874,summa,s,u,m,m,a,1,5,11,15,6,1,10,15,15,3,38,44,N,0.65,0.624884366
10875,sumos,s,u,m,o,s,1,5,11,8,1,1,10,15,4,1,26,31,N,0.25,0.19164354
10876,sumph,s,u,m,p,h,1,5,11,13,11,1,10,15,14,16,41,56,N,0.74,0.905565834
10877,sumps,s,u,m,p,s,1,5,11,13,1,1,10,15,14,1,31,41,N,0.42,0.52436016
10878,sunis,s,u,n,i,s,1,5,5,4,1,1,10,9,6,1,16,27,N,0.03,0.103299414
10879,sunks,s,u,n,k,s,1,5,5,10,1,1,10,9,19,1,22,40,N,0.14,0.490826395
10880,sunna,s,u,n,n,a,1,5,5,5,6,1,10,9,9,3,22,32,N,0.14,0.220629047
10881,sunns,s,u,n,n,s,1,5,5,5,1,1,10,9,9,1,17,30,N,0.05,0.165895776
10882,sunny,s,u,n,n,y,1,5,5,5,3,1,10,9,9,12,19,41,Y,0.08,0.52436016
10883,sunup,s,u,n,u,p,1,5,5,16,15,1,10,9,10,14,42,44,N,0.76,0.624884366
10884,super,s,u,p,e,r,1,5,15,1,7,1,10,14,2,5,29,32,Y,0.35,0.220629047
10885,supes,s,u,p,e,s,1,5,15,1,1,1,10,14,2,1,23,28,N,0.17,0.121877891
10886,supra,s,u,p,r,a,1,5,15,7,6,1,10,14,5,3,34,33,N,0.53,0.249537465
10887,surah,s,u,r,a,h,1,5,2,2,11,1,10,5,3,16,21,35,N,0.11,0.312365094
10888,sural,s,u,r,a,l,1,5,2,2,9,1,10,5,3,7,19,26,N,0.08,0.0871107
10889,suras,s,u,r,a,s,1,5,2,2,1,1,10,5,3,1,11,20,N,0.01,0.02351218
10890,surat,s,u,r,a,t,1,5,2,2,5,1,10,5,3,8,15,27,N,0.03,0.103299414
10891,surds,s,u,r,d,s,1,5,2,11,1,1,10,5,11,1,20,28,N,0.09,0.121877891
10892,sured,s,u,r,e,d,1,5,2,1,4,1,10,5,2,11,13,29,N,0.01,0.145004625
10893,surer,s,u,r,e,r,1,5,2,1,7,1,10,5,2,5,16,23,Y,0.03,0.049105766
10894,sures,s,u,r,e,s,1,5,2,1,1,1,10,5,2,1,10,19,N,0,0.018809744
10895,surfs,s,u,r,f,s,1,5,2,19,1,1,10,5,20,1,28,37,N,0.31,0.380820228
10896,surfy,s,u,r,f,y,1,5,2,19,3,1,10,5,20,12,30,48,N,0.39,0.738282455
10897,surge,s,u,r,g,e,1,5,2,12,2,1,10,5,17,2,22,35,Y,0.14,0.312365094
10898,surgy,s,u,r,g,y,1,5,2,12,3,1,10,5,17,12,23,45,N,0.17,0.653484428
10899,surly,s,u,r,l,y,1,5,2,6,3,1,10,5,7,12,17,35,Y,0.05,0.312365094
10900,surra,s,u,r,r,a,1,5,2,7,6,1,10,5,5,3,21,24,N,0.11,0.060206599
10901,sused,s,u,s,e,d,1,5,10,1,4,1,10,1,2,11,21,25,N,0.11,0.073851372
10902,suses,s,u,s,e,s,1,5,10,1,1,1,10,1,2,1,18,15,N,0.06,0.005781684
10903,sushi,s,u,s,h,i,1,5,10,18,12,1,10,1,16,6,46,34,Y,0.84,0.2804502
10904,susus,s,u,s,u,s,1,5,10,16,1,1,10,1,10,1,33,23,N,0.49,0.049105766
10905,sutor,s,u,t,o,r,1,5,9,8,7,1,10,8,4,5,30,28,N,0.39,0.121877891
10906,sutra,s,u,t,r,a,1,5,9,7,6,1,10,8,5,3,28,27,N,0.31,0.103299414
10907,sutta,s,u,t,t,a,1,5,9,3,6,1,10,8,8,3,24,30,N,0.19,0.165895776
10908,swabs,s,w,a,b,s,1,15,1,17,1,1,21,3,18,1,35,44,N,0.56,0.624884366
10909,swack,s,w,a,c,k,1,15,1,14,13,1,21,3,13,19,44,57,N,0.81,0.917052112
10910,swads,s,w,a,d,s,1,15,1,11,1,1,21,3,11,1,29,37,N,0.35,0.380820228
10911,swage,s,w,a,g,e,1,15,1,12,2,1,21,3,17,2,31,44,N,0.42,0.624884366
10912,swags,s,w,a,g,s,1,15,1,12,1,1,21,3,17,1,30,43,N,0.39,0.590425532
10913,swail,s,w,a,i,l,1,15,1,4,9,1,21,3,6,7,30,38,N,0.39,0.417514647
10914,swain,s,w,a,i,n,1,15,1,4,8,1,21,3,6,9,29,40,N,0.35,0.490826395
10915,swale,s,w,a,l,e,1,15,1,6,2,1,21,3,7,2,25,34,N,0.22,0.2804502
10916,swaly,s,w,a,l,y,1,15,1,6,3,1,21,3,7,12,26,44,N,0.25,0.624884366
10917,swami,s,w,a,m,i,1,15,1,15,12,1,21,3,15,6,44,46,Y,0.81,0.684397163
10918,swamp,s,w,a,m,p,1,15,1,15,15,1,21,3,15,14,47,54,Y,0.86,0.873342584
10919,swamy,s,w,a,m,y,1,15,1,15,3,1,21,3,15,12,35,52,N,0.56,0.832947888
10920,swang,s,w,a,n,g,1,15,1,5,16,1,21,3,9,17,38,51,N,0.65,0.810823312
10921,swank,s,w,a,n,k,1,15,1,5,13,1,21,3,9,19,35,53,N,0.56,0.852605612
10922,swans,s,w,a,n,s,1,15,1,5,1,1,21,3,9,1,23,35,N,0.17,0.312365094
10923,swaps,s,w,a,p,s,1,15,1,13,1,1,21,3,14,1,31,40,N,0.42,0.490826395
10924,swapt,s,w,a,p,t,1,15,1,13,5,1,21,3,14,8,35,47,N,0.56,0.712997225
10925,sward,s,w,a,r,d,1,15,1,7,4,1,21,3,5,11,28,41,N,0.31,0.52436016
10926,sware,s,w,a,r,e,1,15,1,7,2,1,21,3,5,2,26,32,N,0.25,0.220629047
10927,swarf,s,w,a,r,f,1,15,1,7,18,1,21,3,5,20,42,50,N,0.76,0.785769349
10928,swarm,s,w,a,r,m,1,15,1,7,14,1,21,3,5,15,38,45,Y,0.65,0.653484428
10929,swart,s,w,a,r,t,1,15,1,7,5,1,21,3,5,8,29,38,N,0.35,0.417514647
10930,swash,s,w,a,s,h,1,15,1,9,11,1,21,3,1,16,37,42,Y,0.62,0.558510638
10931,swath,s,w,a,t,h,1,15,1,3,11,1,21,3,8,16,31,49,Y,0.42,0.763259328
10932,swats,s,w,a,t,s,1,15,1,3,1,1,21,3,8,1,21,34,N,0.11,0.2804502
10933,swayl,s,w,a,y,l,1,15,1,23,9,1,21,3,12,7,49,44,N,0.89,0.624884366
10934,sways,s,w,a,y,s,1,15,1,23,1,1,21,3,12,1,41,38,N,0.74,0.417514647
10935,sweal,s,w,e,a,l,1,15,6,2,9,1,21,2,3,7,33,34,N,0.49,0.2804502
10936,swear,s,w,e,a,r,1,15,6,2,7,1,21,2,3,5,31,32,Y,0.42,0.220629047
10937,sweat,s,w,e,a,t,1,15,6,2,5,1,21,2,3,8,29,35,Y,0.35,0.312365094
10938,swede,s,w,e,d,e,1,15,6,11,2,1,21,2,11,2,35,37,N,0.56,0.380820228
10939,sweed,s,w,e,e,d,1,15,6,1,4,1,21,2,2,11,27,37,N,0.28,0.380820228
10940,sweel,s,w,e,e,l,1,15,6,1,9,1,21,2,2,7,32,33,N,0.46,0.249537465
10941,sweep,s,w,e,e,p,1,15,6,1,15,1,21,2,2,14,38,40,Y,0.65,0.490826395
10942,sweer,s,w,e,e,r,1,15,6,1,7,1,21,2,2,5,30,31,N,0.39,0.19164354
10943,swees,s,w,e,e,s,1,15,6,1,1,1,21,2,2,1,24,27,N,0.19,0.103299414
10944,sweet,s,w,e,e,t,1,15,6,1,5,1,21,2,2,8,28,34,Y,0.31,0.2804502
10945,sweir,s,w,e,i,r,1,15,6,4,7,1,21,2,6,5,33,35,N,0.49,0.312365094
10946,swell,s,w,e,l,l,1,15,6,6,9,1,21,2,7,7,37,38,Y,0.62,0.417514647
10947,swelt,s,w,e,l,t,1,15,6,6,5,1,21,2,7,8,33,39,N,0.49,0.452898551
10948,swept,s,w,e,p,t,1,15,6,13,5,1,21,2,14,8,40,46,Y,0.71,0.684397163
10949,swerf,s,w,e,r,f,1,15,6,7,18,1,21,2,5,20,47,49,N,0.86,0.763259328
10950,sweys,s,w,e,y,s,1,15,6,23,1,1,21,2,12,1,46,37,N,0.84,0.380820228
10951,swies,s,w,i,e,s,1,15,3,1,1,1,21,6,2,1,21,31,N,0.11,0.19164354
10952,swift,s,w,i,f,t,1,15,3,19,5,1,21,6,20,8,43,56,Y,0.79,0.905565834
10953,swigs,s,w,i,g,s,1,15,3,12,1,1,21,6,17,1,32,46,N,0.46,0.684397163
10954,swile,s,w,i,l,e,1,15,3,6,2,1,21,6,7,2,27,37,N,0.28,0.380820228
10955,swill,s,w,i,l,l,1,15,3,6,9,1,21,6,7,7,34,42,Y,0.53,0.558510638
10956,swims,s,w,i,m,s,1,15,3,15,1,1,21,6,15,1,35,44,N,0.56,0.624884366
10957,swine,s,w,i,n,e,1,15,3,5,2,1,21,6,9,2,26,39,Y,0.25,0.452898551
10958,swing,s,w,i,n,g,1,15,3,5,16,1,21,6,9,17,40,54,Y,0.71,0.873342584
10959,swink,s,w,i,n,k,1,15,3,5,13,1,21,6,9,19,37,56,N,0.62,0.905565834
10960,swipe,s,w,i,p,e,1,15,3,13,2,1,21,6,14,2,34,44,N,0.53,0.624884366
10961,swire,s,w,i,r,e,1,15,3,7,2,1,21,6,5,2,28,35,N,0.31,0.312365094
10962,swirl,s,w,i,r,l,1,15,3,7,9,1,21,6,5,7,35,40,Y,0.56,0.490826395
10963,swish,s,w,i,s,h,1,15,3,9,11,1,21,6,1,16,39,45,Y,0.68,0.653484428
10964,swiss,s,w,i,s,s,1,15,3,9,1,1,21,6,1,1,29,30,N,0.35,0.165895776
10965,swith,s,w,i,t,h,1,15,3,3,11,1,21,6,8,16,33,52,N,0.49,0.832947888
10966,swits,s,w,i,t,s,1,15,3,3,1,1,21,6,8,1,23,37,N,0.17,0.380820228
10967,swive,s,w,i,v,e,1,15,3,20,2,1,21,6,22,2,41,52,N,0.74,0.832947888
10968,swizz,s,w,i,z,z,1,15,3,22,23,1,21,6,23,23,64,74,N,0.99,0.996222633
10969,swobs,s,w,o,b,s,1,15,4,17,1,1,21,4,18,1,38,45,N,0.65,0.653484428
10970,swole,s,w,o,l,e,1,15,4,6,2,1,21,4,7,2,28,35,N,0.31,0.312365094
10971,swoln,s,w,o,l,n,1,15,4,6,8,1,21,4,7,9,34,42,N,0.53,0.558510638
10972,swoon,s,w,o,o,n,1,15,4,8,8,1,21,4,4,9,36,39,Y,0.59,0.452898551
10973,swoop,s,w,o,o,p,1,15,4,8,15,1,21,4,4,14,43,44,Y,0.79,0.624884366
10974,swops,s,w,o,p,s,1,15,4,13,1,1,21,4,14,1,34,41,N,0.53,0.52436016
10975,swopt,s,w,o,p,t,1,15,4,13,5,1,21,4,14,8,38,48,N,0.65,0.738282455
10976,sword,s,w,o,r,d,1,15,4,7,4,1,21,4,5,11,31,42,Y,0.42,0.558510638
10977,swore,s,w,o,r,e,1,15,4,7,2,1,21,4,5,2,29,33,Y,0.35,0.249537465
10978,sworn,s,w,o,r,n,1,15,4,7,8,1,21,4,5,9,35,40,Y,0.56,0.490826395
10979,swots,s,w,o,t,s,1,15,4,3,1,1,21,4,8,1,24,35,N,0.19,0.312365094
10980,swoun,s,w,o,u,n,1,15,4,16,8,1,21,4,10,9,44,45,N,0.81,0.653484428
10981,swung,s,w,u,n,g,1,15,8,5,16,1,21,10,9,17,45,58,Y,0.83,0.928230034
10982,sybbe,s,y,b,b,e,1,10,16,17,2,1,12,18,18,2,46,51,N,0.84,0.810823312
10983,sybil,s,y,b,i,l,1,10,16,4,9,1,12,18,6,7,40,44,N,0.71,0.624884366
10984,syboe,s,y,b,o,e,1,10,16,8,2,1,12,18,4,2,37,37,N,0.62,0.380820228
10985,sybow,s,y,b,o,w,1,10,16,8,21,1,12,18,4,21,56,56,N,0.95,0.905565834
10986,sycee,s,y,c,e,e,1,10,12,1,2,1,12,13,2,2,26,30,N,0.25,0.165895776
10987,syces,s,y,c,e,s,1,10,12,1,1,1,12,13,2,1,25,29,N,0.22,0.145004625
10988,sycon,s,y,c,o,n,1,10,12,8,8,1,12,13,4,9,39,39,N,0.68,0.452898551
10989,syens,s,y,e,n,s,1,10,6,5,1,1,12,2,9,1,23,25,N,0.17,0.073851372
10990,syker,s,y,k,e,r,1,10,17,1,7,1,12,19,2,5,36,39,N,0.59,0.452898551
10991,sykes,s,y,k,e,s,1,10,17,1,1,1,12,19,2,1,30,35,N,0.39,0.312365094
10992,sylis,s,y,l,i,s,1,10,7,4,1,1,12,7,6,1,23,27,N,0.17,0.103299414
10993,sylph,s,y,l,p,h,1,10,7,13,11,1,12,7,14,16,42,50,N,0.76,0.785769349
10994,sylva,s,y,l,v,a,1,10,7,20,6,1,12,7,22,3,44,45,N,0.81,0.653484428
10995,symar,s,y,m,a,r,1,10,11,2,7,1,12,15,3,5,31,36,N,0.42,0.346284305
10996,synch,s,y,n,c,h,1,10,5,14,11,1,12,9,13,16,41,51,N,0.74,0.810823312
10997,syncs,s,y,n,c,s,1,10,5,14,1,1,12,9,13,1,31,36,N,0.42,0.346284305
10998,synds,s,y,n,d,s,1,10,5,11,1,1,12,9,11,1,28,34,N,0.31,0.2804502
10999,syned,s,y,n,e,d,1,10,5,1,4,1,12,9,2,11,21,35,N,0.11,0.312365094
11000,synes,s,y,n,e,s,1,10,5,1,1,1,12,9,2,1,18,25,N,0.06,0.073851372
11001,synod,s,y,n,o,d,1,10,5,8,4,1,12,9,4,11,28,37,Y,0.31,0.380820228
11002,synth,s,y,n,t,h,1,10,5,3,11,1,12,9,8,16,30,46,N,0.39,0.684397163
11003,syped,s,y,p,e,d,1,10,15,1,4,1,12,14,2,11,31,40,N,0.42,0.490826395
11004,sypes,s,y,p,e,s,1,10,15,1,1,1,12,14,2,1,28,30,N,0.31,0.165895776
11005,syphs,s,y,p,h,s,1,10,15,18,1,1,12,14,16,1,45,44,N,0.83,0.624884366
11006,syrah,s,y,r,a,h,1,10,2,2,11,1,12,5,3,16,26,37,N,0.25,0.380820228
11007,syren,s,y,r,e,n,1,10,2,1,8,1,12,5,2,9,22,29,N,0.14,0.145004625
11008,syrup,s,y,r,u,p,1,10,2,16,15,1,12,5,10,14,44,42,Y,0.81,0.558510638
11009,sysop,s,y,s,o,p,1,10,10,8,15,1,12,1,4,14,44,32,N,0.81,0.220629047
11010,sythe,s,y,t,h,e,1,10,9,18,2,1,12,8,16,2,40,39,N,0.71,0.452898551
11011,syver,s,y,v,e,r,1,10,19,1,7,1,12,22,2,5,38,42,N,0.65,0.558510638
11012,taals,t,a,a,l,s,5,1,1,6,1,8,3,3,7,1,14,22,N,0.02,0.039469627
11013,taata,t,a,a,t,a,5,1,1,3,6,8,3,3,8,3,16,25,N,0.03,0.073851372
11014,tabby,t,a,b,b,y,5,1,16,17,3,8,3,18,18,12,42,59,Y,0.76,0.937557817
11015,taber,t,a,b,e,r,5,1,16,1,7,8,3,18,2,5,30,36,N,0.39,0.346284305
11016,tabes,t,a,b,e,s,5,1,16,1,1,8,3,18,2,1,24,32,N,0.19,0.220629047
11017,tabid,t,a,b,i,d,5,1,16,4,4,8,3,18,6,11,30,46,N,0.39,0.684397163
11018,tabis,t,a,b,i,s,5,1,16,4,1,8,3,18,6,1,27,36,N,0.28,0.346284305
11019,tabla,t,a,b,l,a,5,1,16,6,6,8,3,18,7,3,34,39,N,0.53,0.452898551
11020,table,t,a,b,l,e,5,1,16,6,2,8,3,18,7,2,30,38,Y,0.39,0.417514647
11021,taboo,t,a,b,o,o,5,1,16,8,10,8,3,18,4,4,40,37,Y,0.71,0.380820228
11022,tabor,t,a,b,o,r,5,1,16,8,7,8,3,18,4,5,37,38,N,0.62,0.417514647
11023,tabun,t,a,b,u,n,5,1,16,16,8,8,3,18,10,9,46,48,N,0.84,0.738282455
11024,tabus,t,a,b,u,s,5,1,16,16,1,8,3,18,10,1,39,40,N,0.68,0.490826395
11025,tacan,t,a,c,a,n,5,1,12,2,8,8,3,13,3,9,28,36,N,0.31,0.346284305
11026,taces,t,a,c,e,s,5,1,12,1,1,8,3,13,2,1,20,27,N,0.09,0.103299414
11027,tacet,t,a,c,e,t,5,1,12,1,5,8,3,13,2,8,24,34,N,0.19,0.2804502
11028,tache,t,a,c,h,e,5,1,12,18,2,8,3,13,16,2,38,42,N,0.65,0.558510638
11029,tacho,t,a,c,h,o,5,1,12,18,10,8,3,13,16,4,46,44,N,0.84,0.624884366
11030,tachs,t,a,c,h,s,5,1,12,18,1,8,3,13,16,1,37,41,N,0.62,0.52436016
11031,tacit,t,a,c,i,t,5,1,12,4,5,8,3,13,6,8,27,38,Y,0.28,0.417514647
11032,tacks,t,a,c,k,s,5,1,12,10,1,8,3,13,19,1,29,44,N,0.35,0.624884366
11033,tacky,t,a,c,k,y,5,1,12,10,3,8,3,13,19,12,31,55,Y,0.42,0.890148011
11034,tacos,t,a,c,o,s,5,1,12,8,1,8,3,13,4,1,27,29,N,0.28,0.145004625
11035,tacts,t,a,c,t,s,5,1,12,3,1,8,3,13,8,1,22,33,N,0.14,0.249537465
11036,taels,t,a,e,l,s,5,1,6,6,1,8,3,2,7,1,19,21,N,0.08,0.030835646
11037,taffy,t,a,f,f,y,5,1,21,19,3,8,3,20,20,12,49,63,Y,0.89,0.968547641
11038,tafia,t,a,f,i,a,5,1,21,4,6,8,3,20,6,3,37,40,N,0.62,0.490826395
11039,taggy,t,a,g,g,y,5,1,14,12,3,8,3,17,17,12,35,57,N,0.56,0.917052112
11040,tagma,t,a,g,m,a,5,1,14,15,6,8,3,17,15,3,41,46,N,0.74,0.684397163
11041,tahas,t,a,h,a,s,5,1,24,2,1,8,3,16,3,1,33,31,N,0.49,0.19164354
11042,tahrs,t,a,h,r,s,5,1,24,7,1,8,3,16,5,1,38,33,N,0.65,0.249537465
