id,word,letter1,letter2,letter3,letter4,letter5,letter1rank,letter2rank,letter3rank,letter4rank,letter5rank,totalrank
8452,sluse,s,l,u,s,e,1,7,9,13,2,32
8453,sluts,s,l,u,t,s,1,7,9,3,1,21
8454,slyer,s,l,y,e,r,1,7,20,1,7,36
8455,slype,s,l,y,p,e,1,7,20,11,2,41
8456,smaak,s,m,a,a,k,1,13,2,2,13,31
8457,smaik,s,m,a,i,k,1,13,2,4,13,33
8458,smalm,s,m,a,l,m,1,13,2,5,14,35
8459,smalt,s,m,a,l,t,1,13,2,5,6,27
8460,smarm,s,m,a,r,m,1,13,2,7,14,37
8461,smaze,s,m,a,z,e,1,13,2,21,2,39
8462,smeek,s,m,e,e,k,1,13,7,1,13,35
8463,smees,s,m,e,e,s,1,13,7,1,1,23
8464,smeik,s,m,e,i,k,1,13,7,4,13,38
8465,smeke,s,m,e,k,e,1,13,7,9,2,32
8466,smerk,s,m,e,r,k,1,13,7,7,13,41
8467,smews,s,m,e,w,s,1,13,7,23,1,45
8468,smirr,s,m,i,r,r,1,13,4,7,7,32
8469,smirs,s,m,i,r,s,1,13,4,7,1,26
8470,smits,s,m,i,t,s,1,13,4,3,1,22
8471,smogs,s,m,o,g,s,1,13,5,12,1,32
8472,smoko,s,m,o,k,o,1,13,5,9,9,37
8473,smolt,s,m,o,l,t,1,13,5,5,6,30
8474,smoor,s,m,o,o,r,1,13,5,8,7,34
8475,smoot,s,m,o,o,t,1,13,5,8,6,33
8476,smore,s,m,o,r,e,1,13,5,7,2,28
8477,smorg,s,m,o,r,g,1,13,5,7,15,41
8478,smout,s,m,o,u,t,1,13,5,15,6,40
8479,smowt,s,m,o,w,t,1,13,5,23,6,48
8480,smugs,s,m,u,g,s,1,13,9,12,1,36
8481,smurs,s,m,u,r,s,1,13,9,7,1,31
8482,smush,s,m,u,s,h,1,13,9,13,12,48
8483,smuts,s,m,u,t,s,1,13,9,3,1,27
8484,snabs,s,n,a,b,s,1,9,2,17,1,30
8485,snafu,s,n,a,f,u,1,9,2,19,18,49
8486,snags,s,n,a,g,s,1,9,2,12,1,25
8487,snaps,s,n,a,p,s,1,9,2,11,1,24
8488,snarf,s,n,a,r,f,1,9,2,7,20,39
8489,snark,s,n,a,r,k,1,9,2,7,13,32
8490,snars,s,n,a,r,s,1,9,2,7,1,20
8491,snary,s,n,a,r,y,1,9,2,7,3,22
8492,snash,s,n,a,s,h,1,9,2,13,12,37
8493,snath,s,n,a,t,h,1,9,2,3,12,27
8494,snaws,s,n,a,w,s,1,9,2,23,1,36
8495,snead,s,n,e,a,d,1,9,7,2,4,23
8496,sneap,s,n,e,a,p,1,9,7,2,17,36
8497,snebs,s,n,e,b,s,1,9,7,17,1,35
8498,sneck,s,n,e,c,k,1,9,7,16,13,46
8499,sneds,s,n,e,d,s,1,9,7,10,1,28
8500,sneed,s,n,e,e,d,1,9,7,1,4,22
8501,snees,s,n,e,e,s,1,9,7,1,1,19
8502,snell,s,n,e,l,l,1,9,7,5,10,32
8503,snibs,s,n,i,b,s,1,9,4,17,1,32
8504,snick,s,n,i,c,k,1,9,4,16,13,43
8505,snies,s,n,i,e,s,1,9,4,1,1,16
8506,snift,s,n,i,f,t,1,9,4,19,6,39
8507,snigs,s,n,i,g,s,1,9,4,12,1,27
8508,snips,s,n,i,p,s,1,9,4,11,1,26
8509,snipy,s,n,i,p,y,1,9,4,11,3,28
8510,snirt,s,n,i,r,t,1,9,4,7,6,27
8511,snits,s,n,i,t,s,1,9,4,3,1,18
8512,snobs,s,n,o,b,s,1,9,5,17,1,33
8513,snods,s,n,o,d,s,1,9,5,10,1,26
8514,snoek,s,n,o,e,k,1,9,5,1,13,29
8515,snoep,s,n,o,e,p,1,9,5,1,17,33
8516,snogs,s,n,o,g,s,1,9,5,12,1,28
8517,snoke,s,n,o,k,e,1,9,5,9,2,26
8518,snood,s,n,o,o,d,1,9,5,8,4,27
8519,snook,s,n,o,o,k,1,9,5,8,13,36
8520,snool,s,n,o,o,l,1,9,5,8,10,33
8521,snoot,s,n,o,o,t,1,9,5,8,6,29
8522,snots,s,n,o,t,s,1,9,5,3,1,19
8523,snowk,s,n,o,w,k,1,9,5,23,13,51
8524,snows,s,n,o,w,s,1,9,5,23,1,39
8525,snubs,s,n,u,b,s,1,9,9,17,1,37
8526,snugs,s,n,u,g,s,1,9,9,12,1,32
8527,snush,s,n,u,s,h,1,9,9,13,12,44
8528,snyes,s,n,y,e,s,1,9,20,1,1,32
8529,soaks,s,o,a,k,s,1,2,2,9,1,15
8530,soaps,s,o,a,p,s,1,2,2,11,1,17
8531,soare,s,o,a,r,e,1,2,2,7,2,14
8532,soars,s,o,a,r,s,1,2,2,7,1,13
8533,soave,s,o,a,v,e,1,2,2,20,2,27
8534,sobas,s,o,b,a,s,1,2,16,2,1,22
8535,socas,s,o,c,a,s,1,2,12,2,1,18
8536,soces,s,o,c,e,s,1,2,12,1,1,17
8537,socko,s,o,c,k,o,1,2,12,9,9,33
8538,socks,s,o,c,k,s,1,2,12,9,1,25
8539,socle,s,o,c,l,e,1,2,12,5,2,22
8540,sodas,s,o,d,a,s,1,2,13,2,1,19
8541,soddy,s,o,d,d,y,1,2,13,10,3,29
8542,sodic,s,o,d,i,c,1,2,13,4,16,36
8543,sodom,s,o,d,o,m,1,2,13,8,14,38
8544,sofar,s,o,f,a,r,1,2,21,2,7,33
8545,sofas,s,o,f,a,s,1,2,21,2,1,27
8546,softa,s,o,f,t,a,1,2,21,3,5,32
8547,softs,s,o,f,t,s,1,2,21,3,1,28
8548,softy,s,o,f,t,y,1,2,21,3,3,30
8549,soger,s,o,g,e,r,1,2,15,1,7,26
8550,sohur,s,o,h,u,r,1,2,24,15,7,49
8551,soils,s,o,i,l,s,1,2,4,5,1,13
8552,soily,s,o,i,l,y,1,2,4,5,3,15
8553,sojas,s,o,j,a,s,1,2,25,2,1,31
8554,sojus,s,o,j,u,s,1,2,25,15,1,44
8555,sokah,s,o,k,a,h,1,2,17,2,12,34
8556,soken,s,o,k,e,n,1,2,17,1,8,29
8557,sokes,s,o,k,e,s,1,2,17,1,1,22
8558,sokol,s,o,k,o,l,1,2,17,8,10,38
8559,solah,s,o,l,a,h,1,2,6,2,12,23
8560,solan,s,o,l,a,n,1,2,6,2,8,19
8561,solas,s,o,l,a,s,1,2,6,2,1,12
8562,solde,s,o,l,d,e,1,2,6,10,2,21
8563,soldi,s,o,l,d,i,1,2,6,10,11,30
8564,soldo,s,o,l,d,o,1,2,6,10,9,28
8565,solds,s,o,l,d,s,1,2,6,10,1,20
8566,soled,s,o,l,e,d,1,2,6,1,4,14
8567,solei,s,o,l,e,i,1,2,6,1,11,21
8568,soler,s,o,l,e,r,1,2,6,1,7,17
8569,soles,s,o,l,e,s,1,2,6,1,1,11
8570,solon,s,o,l,o,n,1,2,6,8,8,25
8571,solos,s,o,l,o,s,1,2,6,8,1,18
8572,solum,s,o,l,u,m,1,2,6,15,14,38
8573,solus,s,o,l,u,s,1,2,6,15,1,25
8574,soman,s,o,m,a,n,1,2,11,2,8,24
8575,somas,s,o,m,a,s,1,2,11,2,1,17
8576,sonce,s,o,n,c,e,1,2,3,16,2,24
8577,sonde,s,o,n,d,e,1,2,3,10,2,18
8578,sones,s,o,n,e,s,1,2,3,1,1,8
8579,songs,s,o,n,g,s,1,2,3,12,1,19
8580,sonly,s,o,n,l,y,1,2,3,5,3,14
8581,sonne,s,o,n,n,e,1,2,3,6,2,14
8582,sonny,s,o,n,n,y,1,2,3,6,3,15
8583,sonse,s,o,n,s,e,1,2,3,13,2,21
8584,sonsy,s,o,n,s,y,1,2,3,13,3,22
8585,sooey,s,o,o,e,y,1,2,5,1,3,12
8586,sooks,s,o,o,k,s,1,2,5,9,1,18
8587,sooky,s,o,o,k,y,1,2,5,9,3,20
8588,soole,s,o,o,l,e,1,2,5,5,2,15
8589,sools,s,o,o,l,s,1,2,5,5,1,14
8590,sooms,s,o,o,m,s,1,2,5,14,1,23
8591,soops,s,o,o,p,s,1,2,5,11,1,20
8592,soote,s,o,o,t,e,1,2,5,3,2,13
8593,soots,s,o,o,t,s,1,2,5,3,1,12
8594,sophs,s,o,p,h,s,1,2,14,18,1,36
8595,sophy,s,o,p,h,y,1,2,14,18,3,38
8596,sopor,s,o,p,o,r,1,2,14,8,7,32
8597,soppy,s,o,p,p,y,1,2,14,11,3,31
8598,sopra,s,o,p,r,a,1,2,14,7,5,29
8599,soral,s,o,r,a,l,1,2,1,2,10,16
8600,soras,s,o,r,a,s,1,2,1,2,1,7
8601,sorbo,s,o,r,b,o,1,2,1,17,9,30
8602,sorbs,s,o,r,b,s,1,2,1,17,1,22
8603,sorda,s,o,r,d,a,1,2,1,10,5,19
8604,sordo,s,o,r,d,o,1,2,1,10,9,23
8605,sords,s,o,r,d,s,1,2,1,10,1,15
8606,sored,s,o,r,e,d,1,2,1,1,4,9
8607,soree,s,o,r,e,e,1,2,1,1,2,7
8608,sorel,s,o,r,e,l,1,2,1,1,10,15
8609,sorer,s,o,r,e,r,1,2,1,1,7,12
8610,sores,s,o,r,e,s,1,2,1,1,1,6
8611,sorex,s,o,r,e,x,1,2,1,1,19,24
8612,sorgo,s,o,r,g,o,1,2,1,12,9,25
8613,sorns,s,o,r,n,s,1,2,1,6,1,11
8614,sorra,s,o,r,r,a,1,2,1,7,5,16
8615,sorta,s,o,r,t,a,1,2,1,3,5,12
8616,sorts,s,o,r,t,s,1,2,1,3,1,8
8617,sorus,s,o,r,u,s,1,2,1,15,1,20
8618,soths,s,o,t,h,s,1,2,8,18,1,30
8619,sotol,s,o,t,o,l,1,2,8,8,10,29
8620,souce,s,o,u,c,e,1,2,9,16,2,30
8621,souct,s,o,u,c,t,1,2,9,16,6,34
8622,sough,s,o,u,g,h,1,2,9,12,12,36
8623,souks,s,o,u,k,s,1,2,9,9,1,22
8624,souls,s,o,u,l,s,1,2,9,5,1,18
8625,soums,s,o,u,m,s,1,2,9,14,1,27
8626,soups,s,o,u,p,s,1,2,9,11,1,24
8627,soupy,s,o,u,p,y,1,2,9,11,3,26
8628,sours,s,o,u,r,s,1,2,9,7,1,20
8629,souse,s,o,u,s,e,1,2,9,13,2,27
8630,souts,s,o,u,t,s,1,2,9,3,1,16
8631,sowar,s,o,w,a,r,1,2,18,2,7,30
8632,sowce,s,o,w,c,e,1,2,18,16,2,39
8633,sowed,s,o,w,e,d,1,2,18,1,4,26
8634,sowff,s,o,w,f,f,1,2,18,19,20,60
8635,sowfs,s,o,w,f,s,1,2,18,19,1,41
8636,sowle,s,o,w,l,e,1,2,18,5,2,28
8637,sowls,s,o,w,l,s,1,2,18,5,1,27
8638,sowms,s,o,w,m,s,1,2,18,14,1,36
8639,sownd,s,o,w,n,d,1,2,18,6,4,31
8640,sowne,s,o,w,n,e,1,2,18,6,2,29
8641,sowps,s,o,w,p,s,1,2,18,11,1,33
8642,sowse,s,o,w,s,e,1,2,18,13,2,36
8643,sowth,s,o,w,t,h,1,2,18,3,12,36
8644,soyas,s,o,y,a,s,1,2,20,2,1,26
8645,soyle,s,o,y,l,e,1,2,20,5,2,30
8646,soyuz,s,o,y,u,z,1,2,20,15,23,61
8647,sozin,s,o,z,i,n,1,2,22,4,8,37
8648,spacy,s,p,a,c,y,1,11,2,16,3,33
8649,spado,s,p,a,d,o,1,11,2,10,9,33
8650,spaed,s,p,a,e,d,1,11,2,1,4,19
8651,spaer,s,p,a,e,r,1,11,2,1,7,22
8652,spaes,s,p,a,e,s,1,11,2,1,1,16
8653,spags,s,p,a,g,s,1,11,2,12,1,27
8654,spahi,s,p,a,h,i,1,11,2,18,11,43
8655,spail,s,p,a,i,l,1,11,2,4,10,28
8656,spain,s,p,a,i,n,1,11,2,4,8,26
8657,spait,s,p,a,i,t,1,11,2,4,6,24
8658,spake,s,p,a,k,e,1,11,2,9,2,25
8659,spald,s,p,a,l,d,1,11,2,5,4,23
8660,spale,s,p,a,l,e,1,11,2,5,2,21
8661,spall,s,p,a,l,l,1,11,2,5,10,29
8662,spalt,s,p,a,l,t,1,11,2,5,6,25
8663,spams,s,p,a,m,s,1,11,2,14,1,29
8664,spane,s,p,a,n,e,1,11,2,6,2,22
8665,spang,s,p,a,n,g,1,11,2,6,15,35
8666,spans,s,p,a,n,s,1,11,2,6,1,21
8667,spard,s,p,a,r,d,1,11,2,7,4,25
8668,spars,s,p,a,r,s,1,11,2,7,1,22
8669,spart,s,p,a,r,t,1,11,2,7,6,27
8670,spate,s,p,a,t,e,1,11,2,3,2,19
8671,spats,s,p,a,t,s,1,11,2,3,1,18
8672,spaul,s,p,a,u,l,1,11,2,15,10,39
8673,spawl,s,p,a,w,l,1,11,2,23,10,47
8674,spaws,s,p,a,w,s,1,11,2,23,1,38
8675,spayd,s,p,a,y,d,1,11,2,22,4,40
8676,spays,s,p,a,y,s,1,11,2,22,1,37
8677,spaza,s,p,a,z,a,1,11,2,21,5,40
8678,spazz,s,p,a,z,z,1,11,2,21,23,58
8679,speal,s,p,e,a,l,1,11,7,2,10,31
8680,spean,s,p,e,a,n,1,11,7,2,8,29
8681,speat,s,p,e,a,t,1,11,7,2,6,27
8682,specs,s,p,e,c,s,1,11,7,16,1,36
8683,spect,s,p,e,c,t,1,11,7,16,6,41
8684,speel,s,p,e,e,l,1,11,7,1,10,30
8685,speer,s,p,e,e,r,1,11,7,1,7,27
8686,speil,s,p,e,i,l,1,11,7,4,10,33
8687,speir,s,p,e,i,r,1,11,7,4,7,30
8688,speks,s,p,e,k,s,1,11,7,9,1,29
8689,speld,s,p,e,l,d,1,11,7,5,4,28
8690,spelk,s,p,e,l,k,1,11,7,5,13,37
8691,speos,s,p,e,o,s,1,11,7,8,1,28
8692,spets,s,p,e,t,s,1,11,7,3,1,23
8693,speug,s,p,e,u,g,1,11,7,15,15,49
8694,spews,s,p,e,w,s,1,11,7,23,1,43
8695,spewy,s,p,e,w,y,1,11,7,23,3,45
8696,spial,s,p,i,a,l,1,11,4,2,10,28
8697,spica,s,p,i,c,a,1,11,4,16,5,37
8698,spick,s,p,i,c,k,1,11,4,16,13,45
8699,spics,s,p,i,c,s,1,11,4,16,1,33
8700,spide,s,p,i,d,e,1,11,4,10,2,28
8701,spier,s,p,i,e,r,1,11,4,1,7,24
8702,spies,s,p,i,e,s,1,11,4,1,1,18
8703,spiff,s,p,i,f,f,1,11,4,19,20,55
8704,spifs,s,p,i,f,s,1,11,4,19,1,36
8705,spiks,s,p,i,k,s,1,11,4,9,1,26
8706,spile,s,p,i,l,e,1,11,4,5,2,23
8707,spims,s,p,i,m,s,1,11,4,14,1,31
8708,spina,s,p,i,n,a,1,11,4,6,5,27
8709,spink,s,p,i,n,k,1,11,4,6,13,35
8710,spins,s,p,i,n,s,1,11,4,6,1,23
8711,spirt,s,p,i,r,t,1,11,4,7,6,29
8712,spiry,s,p,i,r,y,1,11,4,7,3,26
8713,spits,s,p,i,t,s,1,11,4,3,1,20
8714,spitz,s,p,i,t,z,1,11,4,3,23,42
8715,spivs,s,p,i,v,s,1,11,4,20,1,37
8716,splay,s,p,l,a,y,1,11,6,2,3,23
8717,splog,s,p,l,o,g,1,11,6,8,15,41
8718,spode,s,p,o,d,e,1,11,5,10,2,29
8719,spods,s,p,o,d,s,1,11,5,10,1,28
8720,spoom,s,p,o,o,m,1,11,5,8,14,39
8721,spoor,s,p,o,o,r,1,11,5,8,7,32
8722,spoot,s,p,o,o,t,1,11,5,8,6,31
8723,spork,s,p,o,r,k,1,11,5,7,13,37
8724,sposh,s,p,o,s,h,1,11,5,13,12,42
8725,spots,s,p,o,t,s,1,11,5,3,1,21
8726,sprad,s,p,r,a,d,1,11,1,2,4,19
8727,sprag,s,p,r,a,g,1,11,1,2,15,30
8728,sprat,s,p,r,a,t,1,11,1,2,6,21
8729,spred,s,p,r,e,d,1,11,1,1,4,18
8730,sprew,s,p,r,e,w,1,11,1,1,22,36
8731,sprit,s,p,r,i,t,1,11,1,4,6,23
8732,sprod,s,p,r,o,d,1,11,1,8,4,25
8733,sprog,s,p,r,o,g,1,11,1,8,15,36
8734,sprue,s,p,r,u,e,1,11,1,15,2,30
8735,sprug,s,p,r,u,g,1,11,1,15,15,43
8736,spuds,s,p,u,d,s,1,11,9,10,1,32
8737,spued,s,p,u,e,d,1,11,9,1,4,26
8738,spuer,s,p,u,e,r,1,11,9,1,7,29
8739,spues,s,p,u,e,s,1,11,9,1,1,23
8740,spugs,s,p,u,g,s,1,11,9,12,1,34
8741,spule,s,p,u,l,e,1,11,9,5,2,28
8742,spume,s,p,u,m,e,1,11,9,14,2,37
8743,spumy,s,p,u,m,y,1,11,9,14,3,38
8744,spurs,s,p,u,r,s,1,11,9,7,1,29
8745,sputa,s,p,u,t,a,1,11,9,3,5,29
8746,spyal,s,p,y,a,l,1,11,20,2,10,44
8747,spyre,s,p,y,r,e,1,11,20,7,2,41
8748,squab,s,q,u,a,b,1,25,9,2,21,58
8749,squaw,s,q,u,a,w,1,25,9,2,22,59
8750,squeg,s,q,u,e,g,1,25,9,1,15,51
8751,squid,s,q,u,i,d,1,25,9,4,4,43
8752,squit,s,q,u,i,t,1,25,9,4,6,45
8753,squiz,s,q,u,i,z,1,25,9,4,23,62
8754,stabs,s,t,a,b,s,1,12,2,17,1,33
8755,stade,s,t,a,d,e,1,12,2,10,2,27
8756,stags,s,t,a,g,s,1,12,2,12,1,28
8757,stagy,s,t,a,g,y,1,12,2,12,3,30
8758,staig,s,t,a,i,g,1,12,2,4,15,34
8759,stane,s,t,a,n,e,1,12,2,6,2,23
8760,stang,s,t,a,n,g,1,12,2,6,15,36
8761,staph,s,t,a,p,h,1,12,2,11,12,38
8762,staps,s,t,a,p,s,1,12,2,11,1,27
8763,starn,s,t,a,r,n,1,12,2,7,8,30
8764,starr,s,t,a,r,r,1,12,2,7,7,29
8765,stars,s,t,a,r,s,1,12,2,7,1,23
8766,stats,s,t,a,t,s,1,12,2,3,1,19
8767,staun,s,t,a,u,n,1,12,2,15,8,38
8768,staws,s,t,a,w,s,1,12,2,23,1,39
8769,stays,s,t,a,y,s,1,12,2,22,1,38
8770,stean,s,t,e,a,n,1,12,7,2,8,30
8771,stear,s,t,e,a,r,1,12,7,2,7,29
8772,stedd,s,t,e,d,d,1,12,7,10,4,34
8773,stede,s,t,e,d,e,1,12,7,10,2,32
8774,steds,s,t,e,d,s,1,12,7,10,1,31
8775,steek,s,t,e,e,k,1,12,7,1,13,34
8776,steem,s,t,e,e,m,1,12,7,1,14,35
8777,steen,s,t,e,e,n,1,12,7,1,8,29
8778,steil,s,t,e,i,l,1,12,7,4,10,34
8779,stela,s,t,e,l,a,1,12,7,5,5,30
8780,stele,s,t,e,l,e,1,12,7,5,2,27
8781,stell,s,t,e,l,l,1,12,7,5,10,35
8782,steme,s,t,e,m,e,1,12,7,14,2,36
8783,stems,s,t,e,m,s,1,12,7,14,1,35
8784,stend,s,t,e,n,d,1,12,7,6,4,30
8785,steno,s,t,e,n,o,1,12,7,6,9,35
8786,stens,s,t,e,n,s,1,12,7,6,1,27
8787,stent,s,t,e,n,t,1,12,7,6,6,32
8788,steps,s,t,e,p,s,1,12,7,11,1,32
8789,stept,s,t,e,p,t,1,12,7,11,6,37
8790,stere,s,t,e,r,e,1,12,7,7,2,29
8791,stets,s,t,e,t,s,1,12,7,3,1,24
8792,stews,s,t,e,w,s,1,12,7,23,1,44
8793,stewy,s,t,e,w,y,1,12,7,23,3,46
8794,steys,s,t,e,y,s,1,12,7,22,1,43
8795,stich,s,t,i,c,h,1,12,4,16,12,45
8796,stied,s,t,i,e,d,1,12,4,1,4,22
8797,sties,s,t,i,e,s,1,12,4,1,1,19
8798,stilb,s,t,i,l,b,1,12,4,5,21,43
8799,stile,s,t,i,l,e,1,12,4,5,2,24
8800,stime,s,t,i,m,e,1,12,4,14,2,33
8801,stims,s,t,i,m,s,1,12,4,14,1,32
8802,stimy,s,t,i,m,y,1,12,4,14,3,34
8803,stipa,s,t,i,p,a,1,12,4,11,5,33
8804,stipe,s,t,i,p,e,1,12,4,11,2,30
8805,stire,s,t,i,r,e,1,12,4,7,2,26
8806,stirk,s,t,i,r,k,1,12,4,7,13,37
8807,stirp,s,t,i,r,p,1,12,4,7,17,41
8808,stirs,s,t,i,r,s,1,12,4,7,1,25
8809,stive,s,t,i,v,e,1,12,4,20,2,39
8810,stivy,s,t,i,v,y,1,12,4,20,3,40
8811,stoae,s,t,o,a,e,1,12,5,2,2,22
8812,stoai,s,t,o,a,i,1,12,5,2,11,31
8813,stoas,s,t,o,a,s,1,12,5,2,1,21
8814,stoat,s,t,o,a,t,1,12,5,2,6,26
8815,stobs,s,t,o,b,s,1,12,5,17,1,36
8816,stoep,s,t,o,e,p,1,12,5,1,17,36
8817,stogy,s,t,o,g,y,1,12,5,12,3,33
8818,stoit,s,t,o,i,t,1,12,5,4,6,28
8819,stoln,s,t,o,l,n,1,12,5,5,8,31
8820,stoma,s,t,o,m,a,1,12,5,14,5,37
8821,stond,s,t,o,n,d,1,12,5,6,4,28
8822,stong,s,t,o,n,g,1,12,5,6,15,39
8823,stonk,s,t,o,n,k,1,12,5,6,13,37
8824,stonn,s,t,o,n,n,1,12,5,6,8,32
8825,stook,s,t,o,o,k,1,12,5,8,13,39
8826,stoor,s,t,o,o,r,1,12,5,8,7,33
8827,stope,s,t,o,p,e,1,12,5,11,2,31
8828,stops,s,t,o,p,s,1,12,5,11,1,30
8829,stopt,s,t,o,p,t,1,12,5,11,6,35
8830,stoss,s,t,o,s,s,1,12,5,13,1,32
8831,stots,s,t,o,t,s,1,12,5,3,1,22
8832,stott,s,t,o,t,t,1,12,5,3,6,27
8833,stoun,s,t,o,u,n,1,12,5,15,8,41
8834,stoup,s,t,o,u,p,1,12,5,15,17,50
8835,stour,s,t,o,u,r,1,12,5,15,7,40
8836,stown,s,t,o,w,n,1,12,5,23,8,49
8837,stowp,s,t,o,w,p,1,12,5,23,17,58
8838,stows,s,t,o,w,s,1,12,5,23,1,42
8839,strad,s,t,r,a,d,1,12,1,2,4,20
8840,strae,s,t,r,a,e,1,12,1,2,2,18
8841,strag,s,t,r,a,g,1,12,1,2,15,31
8842,strak,s,t,r,a,k,1,12,1,2,13,29
8843,strep,s,t,r,e,p,1,12,1,1,17,32
8844,strew,s,t,r,e,w,1,12,1,1,22,37
8845,stria,s,t,r,i,a,1,12,1,4,5,23
8846,strig,s,t,r,i,g,1,12,1,4,15,33
8847,strim,s,t,r,i,m,1,12,1,4,14,32
8848,strop,s,t,r,o,p,1,12,1,8,17,39
8849,strow,s,t,r,o,w,1,12,1,8,22,44
8850,stroy,s,t,r,o,y,1,12,1,8,3,25
8851,strum,s,t,r,u,m,1,12,1,15,14,43
8852,stubs,s,t,u,b,s,1,12,9,17,1,40
8853,stude,s,t,u,d,e,1,12,9,10,2,34
8854,studs,s,t,u,d,s,1,12,9,10,1,33
8855,stull,s,t,u,l,l,1,12,9,5,10,37
8856,stulm,s,t,u,l,m,1,12,9,5,14,41
8857,stumm,s,t,u,m,m,1,12,9,14,14,50
8858,stums,s,t,u,m,s,1,12,9,14,1,37
8859,stuns,s,t,u,n,s,1,12,9,6,1,29
8860,stupa,s,t,u,p,a,1,12,9,11,5,38
8861,stupe,s,t,u,p,e,1,12,9,11,2,35
8862,sture,s,t,u,r,e,1,12,9,7,2,31
8863,sturt,s,t,u,r,t,1,12,9,7,6,35
8864,styed,s,t,y,e,d,1,12,20,1,4,38
8865,styes,s,t,y,e,s,1,12,20,1,1,35
8866,styli,s,t,y,l,i,1,12,20,5,11,49
8867,stylo,s,t,y,l,o,1,12,20,5,9,47
8868,styme,s,t,y,m,e,1,12,20,14,2,49
8869,stymy,s,t,y,m,y,1,12,20,14,3,50
8870,styre,s,t,y,r,e,1,12,20,7,2,42
8871,styte,s,t,y,t,e,1,12,20,3,2,38
8872,subah,s,u,b,a,h,1,5,16,2,12,36
8873,subas,s,u,b,a,s,1,5,16,2,1,25
8874,subby,s,u,b,b,y,1,5,16,17,3,42
8875,suber,s,u,b,e,r,1,5,16,1,7,30
8876,subha,s,u,b,h,a,1,5,16,18,5,45
8877,succi,s,u,c,c,i,1,5,12,16,11,45
8878,sucks,s,u,c,k,s,1,5,12,9,1,28
8879,sucky,s,u,c,k,y,1,5,12,9,3,30
8880,sucre,s,u,c,r,e,1,5,12,7,2,27
8881,sudds,s,u,d,d,s,1,5,13,10,1,30
8882,sudor,s,u,d,o,r,1,5,13,8,7,34
8883,sudsy,s,u,d,s,y,1,5,13,13,3,35
8884,suede,s,u,e,d,e,1,5,7,10,2,25
8885,suent,s,u,e,n,t,1,5,7,6,6,25
8886,suers,s,u,e,r,s,1,5,7,7,1,21
8887,suete,s,u,e,t,e,1,5,7,3,2,18
8888,suets,s,u,e,t,s,1,5,7,3,1,17
8889,suety,s,u,e,t,y,1,5,7,3,3,19
8890,sugan,s,u,g,a,n,1,5,15,2,8,31
8891,sughs,s,u,g,h,s,1,5,15,18,1,40
8892,sugos,s,u,g,o,s,1,5,15,8,1,30
8893,suhur,s,u,h,u,r,1,5,24,15,7,52
8894,suids,s,u,i,d,s,1,5,4,10,1,21
8895,suint,s,u,i,n,t,1,5,4,6,6,22
8896,suits,s,u,i,t,s,1,5,4,3,1,14
8897,sujee,s,u,j,e,e,1,5,25,1,2,34
8898,sukhs,s,u,k,h,s,1,5,17,18,1,42
8899,sukuk,s,u,k,u,k,1,5,17,15,13,51
8900,sulci,s,u,l,c,i,1,5,6,16,11,39
8901,sulfa,s,u,l,f,a,1,5,6,19,5,36
8902,sulfo,s,u,l,f,o,1,5,6,19,9,40
8903,sulks,s,u,l,k,s,1,5,6,9,1,22
8904,sulph,s,u,l,p,h,1,5,6,11,12,35
8905,sulus,s,u,l,u,s,1,5,6,15,1,28
8906,sumis,s,u,m,i,s,1,5,11,4,1,22
8907,summa,s,u,m,m,a,1,5,11,14,5,36
8908,sumos,s,u,m,o,s,1,5,11,8,1,26
8909,sumph,s,u,m,p,h,1,5,11,11,12,40
8910,sumps,s,u,m,p,s,1,5,11,11,1,29
8911,sunis,s,u,n,i,s,1,5,3,4,1,14
8912,sunks,s,u,n,k,s,1,5,3,9,1,19
8913,sunna,s,u,n,n,a,1,5,3,6,5,20
8914,sunns,s,u,n,n,s,1,5,3,6,1,16
8915,sunup,s,u,n,u,p,1,5,3,15,17,41
8916,supes,s,u,p,e,s,1,5,14,1,1,22
8917,supra,s,u,p,r,a,1,5,14,7,5,32
8918,surah,s,u,r,a,h,1,5,1,2,12,21
8919,sural,s,u,r,a,l,1,5,1,2,10,19
8920,suras,s,u,r,a,s,1,5,1,2,1,10
8921,surat,s,u,r,a,t,1,5,1,2,6,15
8922,surds,s,u,r,d,s,1,5,1,10,1,18
8923,sured,s,u,r,e,d,1,5,1,1,4,12
8924,sures,s,u,r,e,s,1,5,1,1,1,9
8925,surfs,s,u,r,f,s,1,5,1,19,1,27
8926,surfy,s,u,r,f,y,1,5,1,19,3,29
8927,surgy,s,u,r,g,y,1,5,1,12,3,22
8928,surra,s,u,r,r,a,1,5,1,7,5,19
8929,sused,s,u,s,e,d,1,5,10,1,4,21
8930,suses,s,u,s,e,s,1,5,10,1,1,18
8931,susus,s,u,s,u,s,1,5,10,15,1,32
8932,sutor,s,u,t,o,r,1,5,8,8,7,29
8933,sutra,s,u,t,r,a,1,5,8,7,5,26
8934,sutta,s,u,t,t,a,1,5,8,3,5,22
8935,swabs,s,w,a,b,s,1,15,2,17,1,36
8936,swack,s,w,a,c,k,1,15,2,16,13,47
8937,swads,s,w,a,d,s,1,15,2,10,1,29
8938,swage,s,w,a,g,e,1,15,2,12,2,32
8939,swags,s,w,a,g,s,1,15,2,12,1,31
8940,swail,s,w,a,i,l,1,15,2,4,10,32
